DATA_Y,ID,variable,original_value,recoded_midpoint
2021,1329203,INC_FAM_GOV_INCOME,NA,0
2021,1329349,INC_FAM_GOV_INCOME,NA,0
2021,1329558,INC_FAM_GOV_INCOME,NA,0
2021,1329674,INC_FAM_GOV_INCOME,NA,0
2021,1330056,INC_FAM_GOV_INCOME,NA,0
2021,1330277,INC_FAM_GOV_INCOME,NA,0
2021,1330404,INC_FAM_GOV_INCOME,NA,2499.5
2021,1330422,INC_FAM_GOV_INCOME,NA,0
2021,1330430,INC_FAM_GOV_INCOME,NA,0
2021,1331330,INC_FAM_GOV_INCOME,NA,12499.5
2021,1331666,INC_FAM_GOV_INCOME,NA,0
2021,1331918,INC_FAM_GOV_INCOME,NA,0
2021,1332986,INC_FAM_GOV_INCOME,NA,4499.5
2021,1333152,INC_FAM_GOV_INCOME,NA,0
2021,1333618,INC_FAM_GOV_INCOME,NA,0
2021,1334313,INC_FAM_GOV_INCOME,NA,0
2021,1334386,INC_FAM_GOV_INCOME,NA,0
2021,1334454,INC_FAM_GOV_INCOME,NA,0
2021,1334470,INC_FAM_GOV_INCOME,NA,0
2021,1334678,INC_FAM_GOV_INCOME,NA,0
2021,1335720,INC_FAM_GOV_INCOME,NA,0
2021,1335949,INC_FAM_GOV_INCOME,NA,0
2021,1336082,INC_FAM_GOV_INCOME,NA,0
2021,1336115,INC_FAM_GOV_INCOME,NA,0
2021,1336125,INC_FAM_GOV_INCOME,NA,0
2021,1336138,INC_FAM_GOV_INCOME,NA,0
2021,1336278,INC_FAM_GOV_INCOME,NA,0
2021,1336444,INC_FAM_GOV_INCOME,NA,0
2021,1336861,INC_FAM_GOV_INCOME,NA,0
2021,1336894,INC_FAM_GOV_INCOME,NA,0
2021,1336982,INC_FAM_GOV_INCOME,NA,0
2021,1337074,INC_FAM_GOV_INCOME,NA,2499.5
2021,1337463,INC_FAM_GOV_INCOME,NA,5499.5
2021,1337876,INC_FAM_GOV_INCOME,NA,4499.5
2021,1337985,INC_FAM_GOV_INCOME,NA,0
2021,1338096,INC_FAM_GOV_INCOME,NA,0
2021,1338909,INC_FAM_GOV_INCOME,NA,0
2021,1340346,INC_FAM_GOV_INCOME,NA,0
2021,1340397,INC_FAM_GOV_INCOME,NA,0
2021,1340724,INC_FAM_GOV_INCOME,NA,3499.5
2021,1340742,INC_FAM_GOV_INCOME,NA,0
2021,1340836,INC_FAM_GOV_INCOME,NA,0
2021,1341190,INC_FAM_GOV_INCOME,NA,0
2021,1341596,INC_FAM_GOV_INCOME,NA,3499.5
2021,1342093,INC_FAM_GOV_INCOME,NA,0
2021,1342633,INC_FAM_GOV_INCOME,NA,2499.5
2021,1342932,INC_FAM_GOV_INCOME,NA,0
2021,1343425,INC_FAM_GOV_INCOME,NA,0
2021,1343787,INC_FAM_GOV_INCOME,NA,0
2021,1344570,INC_FAM_GOV_INCOME,NA,499.5
2021,1344943,INC_FAM_GOV_INCOME,NA,0
2021,1345735,INC_FAM_GOV_INCOME,NA,17499.5
2021,1345979,INC_FAM_GOV_INCOME,NA,0
2021,1346209,INC_FAM_GOV_INCOME,NA,0
2021,1346301,INC_FAM_GOV_INCOME,NA,0
2021,1346338,INC_FAM_GOV_INCOME,NA,0
2021,1347827,INC_FAM_GOV_INCOME,NA,5499.5
2021,1348132,INC_FAM_GOV_INCOME,NA,0
2021,1349375,INC_FAM_GOV_INCOME,NA,0
2021,1349584,INC_FAM_GOV_INCOME,NA,0
2021,1350025,INC_FAM_GOV_INCOME,NA,6999.5
2021,1350232,INC_FAM_GOV_INCOME,NA,12499.5
2021,1350300,INC_FAM_GOV_INCOME,NA,0
2021,1350538,INC_FAM_GOV_INCOME,NA,5499.5
2021,1350707,INC_FAM_GOV_INCOME,NA,0
2021,1350836,INC_FAM_GOV_INCOME,NA,0
2021,1350855,INC_FAM_GOV_INCOME,NA,0
2021,1351204,INC_FAM_GOV_INCOME,NA,3499.5
2021,1351294,INC_FAM_GOV_INCOME,NA,3499.5
2021,1351524,INC_FAM_GOV_INCOME,NA,0
2021,1351944,INC_FAM_GOV_INCOME,NA,12499.5
2021,1352152,INC_FAM_GOV_INCOME,NA,0
2021,1352283,INC_FAM_GOV_INCOME,NA,5499.5
2021,1352536,INC_FAM_GOV_INCOME,NA,8999.5
2021,1353601,INC_FAM_GOV_INCOME,NA,0
2021,1354054,INC_FAM_GOV_INCOME,NA,24999.5
2021,1354137,INC_FAM_GOV_INCOME,NA,0
2021,1354442,INC_FAM_GOV_INCOME,NA,0
2021,1354521,INC_FAM_GOV_INCOME,NA,4499.5
2021,1354672,INC_FAM_GOV_INCOME,NA,0
2021,1354769,INC_FAM_GOV_INCOME,NA,0
2021,1355148,INC_FAM_GOV_INCOME,NA,0
2021,1355179,INC_FAM_GOV_INCOME,NA,24999.5
2021,1355320,INC_FAM_GOV_INCOME,NA,0
2021,1355351,INC_FAM_GOV_INCOME,NA,0
2021,1355541,INC_FAM_GOV_INCOME,NA,0
2021,1355580,INC_FAM_GOV_INCOME,NA,0
2021,1355724,INC_FAM_GOV_INCOME,NA,0
2021,1356194,INC_FAM_GOV_INCOME,NA,0
2021,1356243,INC_FAM_GOV_INCOME,NA,0
2021,1357151,INC_FAM_GOV_INCOME,NA,0
2021,1357720,INC_FAM_GOV_INCOME,NA,0
2021,1357804,INC_FAM_GOV_INCOME,NA,0
2021,1358221,INC_FAM_GOV_INCOME,NA,6999.5
2021,1358319,INC_FAM_GOV_INCOME,NA,3499.5
2021,1358402,INC_FAM_GOV_INCOME,NA,3499.5
2021,1358604,INC_FAM_GOV_INCOME,NA,0
2021,1358812,INC_FAM_GOV_INCOME,NA,3499.5
2021,1359694,INC_FAM_GOV_INCOME,NA,0
2021,1361158,INC_FAM_GOV_INCOME,NA,4499.5
2021,1362184,INC_FAM_GOV_INCOME,NA,0
2021,1362185,INC_FAM_GOV_INCOME,NA,0
2021,1362358,INC_FAM_GOV_INCOME,NA,0
2021,1362479,INC_FAM_GOV_INCOME,NA,0
2021,1362528,INC_FAM_GOV_INCOME,NA,499.5
2021,1362766,INC_FAM_GOV_INCOME,NA,4499.5
2021,1363135,INC_FAM_GOV_INCOME,NA,24999.5
2021,1363403,INC_FAM_GOV_INCOME,NA,8999.5
2021,1363808,INC_FAM_GOV_INCOME,NA,0
2021,1364010,INC_FAM_GOV_INCOME,NA,0
2021,1364199,INC_FAM_GOV_INCOME,NA,3499.5
2021,1364318,INC_FAM_GOV_INCOME,NA,3499.5
2021,1365682,INC_FAM_GOV_INCOME,NA,0
2021,1365763,INC_FAM_GOV_INCOME,NA,0
2021,1366182,INC_FAM_GOV_INCOME,NA,0
2021,1366211,INC_FAM_GOV_INCOME,NA,17499.5
2021,1366654,INC_FAM_GOV_INCOME,NA,0
2021,1366859,INC_FAM_GOV_INCOME,NA,5499.5
2021,1366883,INC_FAM_GOV_INCOME,NA,8999.5
2021,1367057,INC_FAM_GOV_INCOME,NA,8999.5
2021,1367185,INC_FAM_GOV_INCOME,NA,0
2021,1367389,INC_FAM_GOV_INCOME,NA,0
2021,1367644,INC_FAM_GOV_INCOME,NA,0
2021,1367687,INC_FAM_GOV_INCOME,NA,0
2021,1367904,INC_FAM_GOV_INCOME,NA,0
2021,1367979,INC_FAM_GOV_INCOME,NA,0
2021,1368010,INC_FAM_GOV_INCOME,NA,2499.5
2021,1368126,INC_FAM_GOV_INCOME,NA,0
2021,1368312,INC_FAM_GOV_INCOME,NA,0
2021,1368357,INC_FAM_GOV_INCOME,NA,0
2021,1368538,INC_FAM_GOV_INCOME,NA,0
2021,1368732,INC_FAM_GOV_INCOME,NA,0
2021,1369671,INC_FAM_GOV_INCOME,NA,2499.5
2021,1369786,INC_FAM_GOV_INCOME,NA,0
2021,1369956,INC_FAM_GOV_INCOME,NA,0
2021,1370264,INC_FAM_GOV_INCOME,NA,0
2021,1370317,INC_FAM_GOV_INCOME,NA,0
2021,1370338,INC_FAM_GOV_INCOME,NA,4499.5
2021,1370380,INC_FAM_GOV_INCOME,NA,6999.5
2021,1372529,INC_FAM_GOV_INCOME,NA,24999.5
2021,1372637,INC_FAM_GOV_INCOME,NA,24999.5
2021,1372706,INC_FAM_GOV_INCOME,NA,4499.5
2021,1373405,INC_FAM_GOV_INCOME,NA,8999.5
2021,1373678,INC_FAM_GOV_INCOME,NA,0
2021,1374146,INC_FAM_GOV_INCOME,NA,0
2021,1374528,INC_FAM_GOV_INCOME,NA,0
2021,2329196,INC_FAM_GOV_INCOME,NA,6999.5
2021,2329432,INC_FAM_GOV_INCOME,NA,0
2021,2329596,INC_FAM_GOV_INCOME,NA,5499.5
2021,2329715,INC_FAM_GOV_INCOME,NA,0
2021,2330047,INC_FAM_GOV_INCOME,NA,0
2021,2330140,INC_FAM_GOV_INCOME,NA,8999.5
2021,2330279,INC_FAM_GOV_INCOME,NA,0
2021,2330325,INC_FAM_GOV_INCOME,NA,0
2021,2330472,INC_FAM_GOV_INCOME,NA,0
2021,2330486,INC_FAM_GOV_INCOME,NA,0
2021,2330517,INC_FAM_GOV_INCOME,NA,24999.5
2021,2330669,INC_FAM_GOV_INCOME,NA,3499.5
2021,2330898,INC_FAM_GOV_INCOME,NA,0
2021,2330991,INC_FAM_GOV_INCOME,NA,0
2021,2331406,INC_FAM_GOV_INCOME,NA,0
2021,2331854,INC_FAM_GOV_INCOME,NA,0
2021,2331872,INC_FAM_GOV_INCOME,NA,0
2021,2332213,INC_FAM_GOV_INCOME,NA,0
2021,2333725,INC_FAM_GOV_INCOME,NA,0
2021,2333922,INC_FAM_GOV_INCOME,NA,0
2021,2334464,INC_FAM_GOV_INCOME,NA,0
2021,2334629,INC_FAM_GOV_INCOME,NA,8999.5
2021,2334707,INC_FAM_GOV_INCOME,NA,0
2021,2335235,INC_FAM_GOV_INCOME,NA,0
2021,2335302,INC_FAM_GOV_INCOME,NA,0
2021,2335468,INC_FAM_GOV_INCOME,NA,0
2021,2335681,INC_FAM_GOV_INCOME,NA,0
2021,2336688,INC_FAM_GOV_INCOME,NA,5499.5
2021,2337059,INC_FAM_GOV_INCOME,NA,0
2021,2337147,INC_FAM_GOV_INCOME,NA,0
2021,2337513,INC_FAM_GOV_INCOME,NA,0
2021,2337561,INC_FAM_GOV_INCOME,NA,0
2021,2337866,INC_FAM_GOV_INCOME,NA,0
2021,2338044,INC_FAM_GOV_INCOME,NA,0
2021,2339525,INC_FAM_GOV_INCOME,NA,0
2021,2340109,INC_FAM_GOV_INCOME,NA,3499.5
2021,2340277,INC_FAM_GOV_INCOME,NA,0
2021,2340483,INC_FAM_GOV_INCOME,NA,4499.5
2021,2341112,INC_FAM_GOV_INCOME,NA,3499.5
2021,2341258,INC_FAM_GOV_INCOME,NA,6999.5
2021,2342014,INC_FAM_GOV_INCOME,NA,2499.5
2021,2342214,INC_FAM_GOV_INCOME,NA,0
2021,2343299,INC_FAM_GOV_INCOME,NA,0
