variable,label,type,source
id,流水編號,numeric,95
county,縣市鄉鎮市區,haven_labelled,95
s1,S1.請問您及您同住的家人中，包含您自己，有沒有 15歲 以上具有中華民國國籍身份的原住民,haven_labelled,95
s2,S2.請問您是不是家中主要經濟來源者或主要負責家計的人?還是次要負責家計的人?,haven_labelled,95
s3,S3.由於您這支電話是由電腦自動選擇的，請問您這支電話是在臺灣地區的哪一個縣市(居住縣,haven_labelled,95
s31_1,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_2,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_3,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_4,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_5,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_6,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_7,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_8,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_9,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_10,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_11,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_12,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_13,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_14,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_15,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_16,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_17,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_18,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_19,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_20,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_21,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_22,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_23,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_24,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
s31_25,S3-1.請問您居住在【載入S3回答之縣(市)】的哪一個鄉鎮市區?,haven_labelled,95
c1,C1.首先請問您屬於哪一個族別?,haven_labelled,95
c2,C2.請問您今年幾歲?(若不知道，問幾年幾月生，以95-出生年=幾歲),haven_labelled,95
c3,C3.請問您的教育程度?,haven_labelled,95
c4,C4.請問你們家是不是符合地方政府列冊登記有案的低收入戶?,haven_labelled,95
c5,C5.請問目前與您住在一起共同生活的(包括您自己)有幾個人?____人,numeric,95
c51,C5-1.其中原住民有幾位?____人,numeric,95
c51_1,C5-11.6歲以下的原住民有幾位?____人,haven_labelled,95
c51_2,C5-12.7-15歲的原住民有幾位?____人,haven_labelled,95
c51_3,C5-13.16-54歲的原住民有幾位?____人,haven_labelled,95
c51_4,C5-14.55-64歲的原住民有幾位?____人,haven_labelled,95
c51_5,C5-15.65歲以上的原住民有幾位?____人,haven_labelled,95
c6,C6.請問您目前的婚姻狀況是?,haven_labelled,95
c7,C7.請問您的先生(太太)是不是原住民?或是外籍配偶?,haven_labelled,95
c71,C7-1.請問您的先生(太太)是哪一個族別?,haven_labelled,95
c72,C7-2.請問您的配偶有沒有在工作?,haven_labelled,95
c73,C7-3.為了改善您的經濟狀況，請問您希不希望您的配偶也外出工作?,haven_labelled,95
c74_1,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇一】,haven_labelled,95
c74_2,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇二】,haven_labelled,95
c74_3,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇三】,haven_labelled,95
c74_4,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇四】,haven_labelled,95
c74_5,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇五】,haven_labelled,95
c74_6,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇六】,haven_labelled,95
c74_7,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇七】,haven_labelled,95
c74_8,C7-4.請問您為什麼不希望您的配偶外出工作?【複選題，選擇八】,haven_labelled,95
q1,Q1.請問您目前住的房子的用途是屬於?,haven_labelled,95
q2,Q2.請問您住的房子是幾層樓的?,haven_labelled,95
q3,Q3.請問您現在住的房子是屬於誰的?,haven_labelled,95
q4,Q4.請問您房屋每個月的租金是多少?,haven_labelled,95
q5_1,Q5-1.請問您家中有幾部自用汽車?____部(自用貨車也包括),haven_labelled,95
q5_2,Q5-2.請問您家中有幾部冷暖氣機?____部,haven_labelled,95
q5_3,Q5-3.請問您家中有幾部家用電腦?____部(筆記型電腦、手提電腦也包括),haven_labelled,95
q5_4,Q5-4.您家中有沒有裝小耳朵?,haven_labelled,95
q5_5,Q5-5.您家中有沒有裝有線電視?,haven_labelled,95
q6,Q6.請問您們家目前有沒有房屋貸款?,haven_labelled,95
q61,Q6-1.請問您家中的房屋貸款總共借(貸)了多少錢?,haven_labelled,95
q62,Q6-2.請問您目前有沒有繼續在繳房屋貸款?,haven_labelled,95
q63,Q6-3.請問您已經繳了幾年的房屋貸款?(跳Q7),haven_labelled,95
q64,Q6-4.請問您已經有幾年沒有繳房屋貸款?(跳Q8),haven_labelled,95
q7,Q7.請問您每個月房屋貸款要繳多少錢?,haven_labelled,95
q8,Q8.請問您有沒有信用貸款、汽車貸款、信用卡、現金卡等的貸款呢?,haven_labelled,95
